N,P,K,temperature,humidity,ph,rainfall,season_length,altitude,label
68.73,46.99,68.66,9.57,60.18,6.71,634.41,99.96,346.04,wheat
53.53,15.29,80.67,16.1,49.75,8.06,326.5,257.11,461.27,almond
101.35,47.62,88.15,32.13,58.41,6.68,773.79,137.24,0.0,maize
122.09,63.14,38.45,30.29,49.1,6.37,588.62,198.36,256.74,cotton
82.5,37.42,98.31,31.54,61.94,5.5,984.11,111.6,168.88,mango
42.73,3.97,48.11,21.7,45.15,7.09,472.41,191.89,272.23,olive
132.91,43.69,119.73,32.12,83.55,6.2,1420.46,321.41,141.59,sugarcane
78.02,41.57,50.37,16.07,51.62,7.34,423.25,98.21,349.45,wheat
72.46,18.25,82.66,18.56,69.12,6.41,697.77,273.12,108.1,citrus
131.53,55.2,132.56,28.56,86.56,5.85,1494.18,362.66,0.0,sugarcane
62.69,48.31,90.2,33.0,54.3,5.14,1160.7,156.4,252.25,mango
38.9,13.11,100.24,13.5,51.58,7.51,482.35,185.44,481.04,olive
31.31,49.69,86.34,22.0,35.72,6.97,349.12,149.12,599.81,chickpea
44.31,11.08,65.55,18.74,26.59,7.95,460.3,201.8,362.85,olive
14.78,25.39,31.7,14.09,52.21,7.22,520.0,234.96,407.75,olive
100.79,81.09,178.54,25.71,84.06,5.16,1617.91,299.74,82.93,banana
122.47,43.63,65.29,27.52,64.98,6.57,794.83,85.0,146.83,maize
100.73,75.23,220.0,23.74,77.58,6.59,1264.89,254.44,0.0,banana
39.08,13.5,59.27,25.92,58.24,7.01,654.64,237.38,354.19,fig
40.05,28.6,111.1,16.89,72.85,6.02,486.12,212.92,294.54,grape
90.91,51.95,83.89,33.57,54.15,5.73,839.44,213.36,201.38,mango
46.76,27.95,123.21,15.39,59.66,6.92,589.74,207.26,327.36,grape
73.67,25.38,68.35,22.41,66.36,6.6,813.44,268.65,59.79,citrus
39.93,9.05,41.06,24.9,52.76,7.41,475.74,172.25,377.03,fig
27.16,31.37,40.22,19.33,31.06,7.45,397.66,210.24,601.38,almond
115.76,46.22,115.73,31.7,45.92,5.6,581.17,149.4,49.31,cotton
131.98,27.95,68.22,23.5,81.41,5.57,1632.05,159.63,0.0,rice
139.82,51.63,45.38,29.11,62.45,6.17,886.17,128.62,99.64,maize
72.6,28.07,51.99,19.01,72.07,6.38,955.29,243.91,128.01,citrus
59.71,47.4,29.31,21.6,76.73,5.46,1434.46,132.81,218.77,rice
80.74,50.79,72.81,14.83,58.0,6.87,625.71,162.43,586.24,wheat
89.16,65.33,180.96,27.61,81.71,5.58,1841.12,262.31,70.82,banana
118.79,41.36,57.81,23.81,74.38,5.62,1440.76,156.39,4.75,rice
113.85,52.42,172.23,21.93,75.92,6.5,602.75,148.64,178.01,tomato
135.17,59.21,90.76,33.73,100.0,5.33,1647.47,332.46,12.35,sugarcane
158.42,50.17,148.08,23.75,65.75,6.07,585.32,104.79,75.76,tomato
108.15,53.2,71.16,23.48,55.56,5.71,727.03,159.22,149.47,maize
19.19,67.38,26.12,16.74,32.61,7.24,215.78,130.14,550.97,chickpea
78.76,40.13,68.9,20.63,73.61,6.85,905.26,294.69,52.12,citrus
30.24,57.01,77.19,10.98,55.13,6.93,562.57,132.59,611.22,lentil
126.0,51.35,92.26,30.99,45.11,6.75,667.2,164.84,81.15,cotton
132.31,60.96,126.87,30.19,73.1,5.45,1467.34,302.17,240.56,sugarcane
16.67,65.43,4.19,21.0,33.36,6.34,422.31,137.11,550.07,chickpea
111.07,29.15,67.49,23.75,76.72,5.58,1503.14,133.89,0.0,rice
121.25,47.54,105.94,24.76,55.82,5.47,599.44,67.78,81.94,tomato
70.85,37.86,107.22,29.65,41.04,5.95,973.5,141.19,247.23,mango
24.38,22.19,45.74,16.86,63.4,7.23,318.57,249.47,402.91,olive
92.52,51.17,104.74,31.46,47.91,5.46,1115.22,144.66,323.79,mango
77.97,17.2,89.94,20.81,68.6,5.87,888.05,286.0,128.31,citrus
72.09,39.58,94.43,9.88,72.52,6.15,645.17,181.41,284.36,grape
131.11,55.06,155.6,25.67,67.66,6.4,693.96,136.15,128.71,tomato
117.62,45.63,0.0,25.47,76.39,5.83,1475.72,152.54,258.33,rice
97.69,50.81,39.9,20.82,61.85,5.85,674.64,156.37,184.66,maize
73.0,50.09,101.6,27.22,41.5,5.76,1057.31,186.07,188.49,mango
64.32,47.05,45.91,15.58,57.21,7.03,429.92,100.92,319.84,wheat
24.43,24.35,99.27,16.25,57.33,7.63,213.63,210.29,235.68,olive
104.0,32.82,49.85,17.49,61.47,6.84,335.55,115.88,291.03,wheat
43.44,17.97,41.53,19.15,55.3,6.91,315.6,232.99,353.68,olive
123.77,34.12,104.47,25.0,62.45,5.38,867.71,106.36,10.69,tomato
66.34,49.76,93.58,28.3,66.4,5.26,692.78,279.08,2.99,citrus
28.61,42.16,26.25,18.6,23.82,7.05,506.49,77.89,374.32,chickpea
32.26,6.63,47.82,18.43,52.99,7.05,375.99,217.93,434.76,almond
25.43,27.69,41.63,18.55,47.51,7.14,783.59,210.48,330.05,olive
19.41,12.28,56.86,12.76,38.04,7.59,554.12,192.78,291.86,almond
21.21,55.78,100.33,16.79,19.82,6.62,402.34,110.65,639.64,chickpea
106.19,37.16,110.58,21.89,52.84,5.96,1015.76,126.45,35.51,maize
56.77,4.28,58.52,23.35,43.26,7.05,614.27,218.2,404.96,olive
87.5,50.41,80.45,19.53,58.21,6.57,828.96,283.97,205.52,citrus
29.73,57.75,77.47,21.29,39.52,7.63,573.43,172.76,413.65,chickpea
109.22,61.12,144.93,25.53,47.73,6.35,612.05,131.32,57.14,cotton
42.8,46.95,51.07,22.47,40.54,7.94,604.0,100.65,500.36,chickpea
17.4,38.51,49.16,17.74,45.64,7.36,537.33,111.18,656.87,chickpea
9.93,37.33,72.09,11.96,54.98,6.44,415.94,107.03,543.63,lentil
75.07,42.02,53.57,19.06,34.9,6.94,433.39,37.44,414.02,wheat
122.19,28.53,34.06,26.13,98.71,5.9,1280.3,77.56,135.74,rice
81.31,40.91,137.38,30.97,48.85,6.26,949.78,140.12,298.24,mango
105.05,43.91,84.09,27.32,63.98,5.83,919.76,120.55,94.03,maize
48.66,21.75,77.37,19.45,61.01,6.58,332.67,186.75,295.88,grape
66.59,27.54,135.84,11.91,55.74,5.76,519.79,175.37,353.84,grape
8.18,54.63,26.33,12.95,52.6,6.08,439.58,156.02,524.64,lentil
44.61,9.18,27.68,18.04,76.9,6.99,416.71,204.95,538.84,olive
34.55,47.94,61.24,13.17,34.45,6.83,327.74,155.41,539.62,lentil
103.77,51.52,155.94,30.63,91.09,5.61,1484.2,300.07,155.1,sugarcane
48.86,14.22,55.76,15.04,46.4,8.05,435.11,166.28,394.71,fig
72.54,57.64,142.14,29.43,55.17,5.97,1038.38,98.65,62.92,mango
32.66,15.96,13.64,14.3,58.71,7.8,618.82,287.52,305.77,olive
0.0,34.98,40.63,16.05,36.46,7.37,375.55,122.71,459.58,lentil
62.51,43.02,113.07,15.95,59.26,6.87,637.27,175.24,279.81,grape
20.13,44.45,80.42,15.52,44.84,6.72,284.12,99.18,480.35,lentil
41.76,41.89,29.19,13.7,59.56,6.99,531.37,144.69,373.74,wheat
44.21,45.31,86.89,35.71,57.33,5.51,1103.29,141.32,195.82,mango
73.39,46.65,74.8,31.17,43.14,5.95,900.22,117.66,115.91,mango
77.25,49.02,92.75,30.7,56.72,5.29,1176.19,162.15,277.86,mango
23.6,7.5,83.45,18.5,39.94,6.66,422.31,214.67,428.48,fig
61.51,20.99,63.21,22.04,68.89,6.35,755.71,189.63,305.01,grape
55.7,39.03,93.48,17.88,64.06,6.74,597.99,218.15,326.68,grape
32.45,46.08,24.19,16.22,36.64,7.77,167.21,158.51,529.54,chickpea
48.15,62.64,26.75,17.8,48.76,7.8,607.05,138.44,555.12,chickpea
89.68,45.32,34.27,30.39,92.6,5.49,1622.13,103.23,57.26,rice
103.66,62.26,198.2,29.69,81.86,5.25,1503.11,276.8,75.2,banana
36.18,42.85,104.35,12.5,55.9,6.73,393.29,156.38,188.76,grape
89.19,34.79,47.55,26.78,88.92,6.41,1414.98,168.9,1.4,rice
78.51,47.83,49.94,13.28,63.4,6.9,667.92,125.76,479.8,wheat
80.43,34.26,138.28,29.39,51.95,5.77,941.87,202.92,264.16,mango
132.58,58.1,80.91,29.28,58.33,6.84,722.21,118.48,158.66,cotton
44.24,4.54,52.04,22.17,56.22,7.08,535.97,225.2,368.04,olive
21.93,19.06,66.4,12.0,61.61,7.79,248.25,222.91,454.24,almond
5.53,60.24,37.66,21.97,48.51,7.32,550.84,105.56,513.76,chickpea
75.07,36.68,47.7,17.05,62.58,6.48,515.08,204.96,401.64,wheat
20.5,11.73,71.11,28.46,54.29,8.6,446.77,227.81,370.13,olive
122.26,38.39,63.67,28.48,71.65,6.07,797.02,142.29,142.31,maize
29.02,47.28,91.42,13.99,35.72,7.85,253.62,157.09,447.93,chickpea
75.2,24.62,67.2,32.4,59.33,5.32,845.31,121.55,131.87,mango
32.95,43.11,34.44,13.65,48.71,8.1,355.33,131.3,550.33,lentil
49.53,17.63,61.61,21.28,63.36,7.25,491.22,280.31,464.61,olive
40.19,55.63,79.23,20.49,39.29,6.61,304.37,95.17,413.83,chickpea
14.1,18.8,20.69,21.95,36.4,7.64,194.5,210.19,552.65,almond
111.1,51.68,89.3,31.2,50.95,7.23,886.28,195.52,196.82,cotton
139.36,42.24,125.98,28.06,92.92,6.45,1653.58,293.62,95.94,sugarcane
127.46,35.28,63.57,26.43,53.85,6.8,815.9,158.06,88.7,maize
115.52,43.53,109.18,25.79,71.09,5.98,752.73,133.88,142.99,maize
34.11,18.76,63.89,19.14,49.71,7.21,572.79,230.36,551.84,olive
55.88,56.86,128.23,33.76,49.5,5.01,1006.64,135.49,342.11,mango
63.95,47.46,83.11,17.19,54.06,7.39,698.7,145.33,350.82,wheat
44.52,56.17,72.58,18.73,28.41,7.48,573.97,145.29,605.18,chickpea
81.34,51.11,106.02,22.91,45.15,5.87,1004.27,185.74,203.43,mango
22.08,49.64,59.01,13.89,46.44,7.35,244.76,94.38,249.21,lentil
72.83,26.94,83.47,16.56,62.17,6.91,521.39,118.38,504.59,wheat
106.62,61.16,68.36,24.82,52.1,6.66,689.32,197.07,0.0,cotton
45.05,11.49,60.8,15.58,45.91,7.49,372.24,275.08,294.88,olive
119.51,48.26,63.91,25.99,83.47,6.6,1344.59,171.92,118.62,rice
28.06,57.36,55.89,16.76,46.59,6.74,509.54,95.53,540.62,chickpea
41.0,41.53,59.25,18.46,42.86,6.83,423.8,115.67,521.04,chickpea
64.2,26.59,52.03,12.9,52.78,6.44,580.25,131.04,625.77,wheat
45.85,12.31,97.88,18.62,37.69,7.01,335.31,172.5,567.55,almond
113.74,55.39,40.65,21.03,68.08,5.99,843.4,123.85,212.65,maize
95.33,89.13,211.14,29.3,82.5,6.05,1684.76,291.59,0.0,banana
57.89,19.24,106.33,17.03,68.26,6.65,611.77,151.47,267.58,grape
70.39,46.41,29.62,12.22,58.39,5.95,737.03,154.0,345.66,wheat
109.3,60.91,76.73,17.09,61.07,6.14,703.1,101.37,23.18,maize
20.76,1.75,79.68,16.26,43.65,6.9,381.14,240.23,508.65,almond
16.4,34.69,111.29,19.48,45.8,8.08,434.21,261.03,365.79,almond
76.51,18.37,102.81,11.5,46.89,7.65,708.3,127.88,233.14,grape
82.69,68.1,219.39,29.37,76.15,6.17,1604.45,327.82,0.0,banana
146.12,56.28,116.68,29.9,78.96,5.7,1740.9,334.77,60.32,sugarcane
129.43,65.91,62.21,27.69,45.02,6.76,685.51,165.8,186.73,cotton
34.09,4.69,47.62,20.77,43.33,7.07,506.03,260.66,629.71,fig
24.82,43.82,51.08,17.05,38.38,7.34,508.67,63.57,556.91,lentil
32.02,64.62,66.16,12.49,38.14,7.67,329.7,94.37,543.84,chickpea
22.87,21.82,42.89,18.44,62.49,8.08,468.59,220.73,234.12,olive
64.21,40.68,40.62,20.51,39.55,7.47,625.0,174.47,461.02,wheat
52.25,44.07,118.61,18.08,50.56,6.12,564.9,214.64,181.8,grape
72.9,27.65,5.76,19.91,59.95,6.4,502.44,190.4,164.36,olive
119.03,54.79,74.67,26.18,82.54,5.74,1334.23,133.85,22.37,rice
80.33,37.89,138.54,29.35,45.81,5.77,1006.83,179.83,332.28,mango
85.24,24.06,71.55,26.67,82.63,5.49,1484.99,147.41,0.0,rice
70.98,44.66,82.68,26.33,46.85,6.19,776.85,136.46,284.8,mango
127.45,49.99,80.76,25.29,53.97,7.12,691.53,126.3,181.36,maize
2.11,26.58,52.49,22.27,48.46,7.32,347.15,164.03,329.47,fig
131.95,59.53,95.43,32.28,60.25,6.94,577.67,216.5,0.0,cotton
23.82,38.2,53.14,24.5,34.23,5.79,428.84,65.36,507.37,chickpea
82.53,39.02,78.19,27.97,84.65,6.49,1402.59,145.96,0.0,rice
125.71,51.55,80.05,26.7,71.43,6.16,565.58,118.7,359.4,maize
20.21,20.41,53.52,18.62,61.2,8.45,348.19,198.1,291.43,olive
59.18,43.22,37.91,12.98,52.23,6.79,435.89,82.71,421.57,lentil
55.26,58.41,74.56,10.96,33.46,7.19,235.23,133.59,658.6,lentil
121.21,40.36,180.92,19.23,59.49,5.8,688.91,113.79,97.09,tomato
3.61,32.93,77.77,10.61,43.81,6.53,353.74,82.86,466.3,lentil
93.8,34.07,56.1,15.37,58.43,6.91,628.93,150.42,373.05,wheat
129.21,45.3,87.06,24.83,48.73,6.18,828.18,129.11,199.7,maize
92.56,40.52,74.73,22.23,78.92,7.13,749.53,329.62,136.76,citrus
126.92,43.34,137.66,32.89,89.87,6.37,1393.48,322.51,12.99,sugarcane
0.0,44.3,68.48,13.69,38.59,7.0,334.17,150.1,487.22,chickpea
79.56,67.4,233.73,24.27,77.18,5.51,1422.3,287.39,190.53,banana
52.16,9.9,93.69,15.8,58.65,7.61,264.83,187.13,423.1,olive
24.65,45.13,46.61,18.54,32.38,5.98,214.7,106.82,644.55,chickpea
92.53,48.63,30.78,27.96,76.61,5.75,1497.11,184.45,0.0,rice
125.62,73.8,85.47,31.95,48.92,6.22,714.15,122.08,75.38,cotton
119.05,73.19,189.53,25.34,90.15,5.5,1501.18,255.77,0.0,banana
77.96,66.88,195.5,26.95,72.97,5.58,1693.92,263.38,0.0,banana
124.32,48.73,165.35,25.76,60.42,5.07,590.9,125.27,251.22,tomato
111.96,36.71,80.49,26.59,64.91,6.16,705.29,81.67,104.42,maize
117.02,51.38,177.81,22.71,47.73,6.06,738.01,155.09,20.28,tomato
31.26,55.11,62.08,21.8,45.7,7.43,406.88,111.54,591.91,chickpea
110.48,53.84,135.51,23.35,54.54,6.35,944.1,127.45,81.39,tomato
33.6,31.53,56.84,16.93,39.62,8.45,550.21,236.07,412.23,almond
0.0,45.15,59.85,11.91,64.79,7.51,154.7,119.93,366.81,lentil
79.9,49.25,20.99,26.46,76.13,6.53,1327.26,122.59,0.0,rice
103.34,49.06,72.7,27.09,51.22,6.46,856.03,165.04,38.56,maize
54.17,39.65,34.81,16.5,32.02,8.04,519.78,242.0,406.08,olive
35.08,29.86,42.97,19.59,44.97,7.87,436.12,226.7,442.53,olive
35.08,45.01,57.75,15.52,54.38,6.46,444.7,129.74,605.58,lentil
46.43,14.47,99.48,18.01,39.56,7.47,458.71,224.45,377.82,almond
82.04,41.27,32.4,13.02,43.76,5.67,675.09,122.45,426.14,wheat
74.95,33.11,99.47,21.1,76.67,6.73,823.23,284.7,175.8,citrus
107.72,43.55,124.52,21.19,60.1,6.45,509.85,87.36,45.22,tomato
74.43,69.2,185.52,30.76,88.7,6.15,1631.55,255.81,0.0,banana
49.45,28.23,89.77,15.54,48.54,8.0,669.53,207.73,203.19,olive
150.1,63.81,103.7,27.71,84.11,6.24,1604.45,328.34,0.0,sugarcane
95.12,65.87,164.08,32.52,63.71,6.83,628.15,232.04,148.76,cotton
98.71,49.76,72.46,19.96,71.46,6.03,897.74,338.15,98.82,citrus
13.57,64.77,58.33,19.36,57.57,6.58,261.06,148.44,396.11,lentil
57.1,18.22,105.06,17.35,50.46,6.11,689.81,203.13,363.29,grape
101.7,43.38,155.85,26.96,44.53,5.19,586.14,102.61,82.91,tomato
53.25,47.32,70.0,20.62,59.08,7.14,398.98,105.73,523.36,wheat
67.15,36.59,119.02,13.05,58.74,6.47,668.01,147.76,348.87,grape
126.52,46.34,64.97,26.5,64.3,6.57,697.55,196.98,206.17,maize
68.9,45.86,38.29,15.14,46.4,5.88,487.9,97.52,395.34,wheat
116.23,57.41,97.86,29.46,86.12,6.4,1405.42,172.75,13.9,rice
33.76,27.95,21.18,17.49,59.71,7.47,608.35,218.14,345.0,fig
48.59,27.87,126.14,10.24,65.63,5.74,597.37,175.62,273.53,grape
37.64,17.0,18.65,13.93,56.03,6.83,171.86,230.94,295.66,fig
141.99,45.57,160.37,24.41,72.28,5.24,728.44,145.19,62.26,tomato
88.35,46.41,64.17,19.56,73.53,6.33,737.17,256.58,235.73,citrus
93.89,42.56,62.32,26.52,43.03,6.74,555.73,204.07,273.14,cotton
152.97,37.94,112.93,32.04,75.24,6.31,1574.23,339.61,0.0,sugarcane
50.8,0.0,51.68,17.66,48.74,6.92,523.89,208.25,342.45,olive
50.32,25.48,13.5,16.25,53.04,7.42,426.34,199.68,387.33,wheat
55.62,40.1,61.28,21.34,78.95,6.12,942.06,250.19,165.61,citrus
85.62,49.28,22.35,26.45,83.7,5.97,1559.91,132.13,30.99,rice
126.25,90.0,210.04,33.03,75.81,5.77,1778.2,273.21,0.0,banana
132.69,66.71,162.2,23.31,58.25,4.96,703.87,106.67,260.9,tomato
15.79,24.73,58.19,17.43,63.26,8.09,430.39,277.28,400.48,olive
48.92,56.28,35.84,14.67,46.42,6.06,642.59,156.09,486.56,wheat
109.41,41.69,35.35,24.25,74.19,5.75,980.04,129.89,112.18,maize
56.32,17.99,68.17,24.7,60.98,6.53,1092.32,278.21,200.33,citrus
2.12,65.59,84.77,7.97,42.88,7.27,124.47,179.88,602.0,lentil
128.09,54.24,125.78,24.6,42.99,6.17,706.37,149.54,0.0,tomato
90.92,73.93,181.27,27.0,78.01,5.5,1778.24,266.04,27.71,banana
0.0,50.92,24.69,15.58,46.93,7.33,545.95,148.71,523.29,chickpea
57.22,34.17,77.94,14.22,54.74,5.66,597.41,183.58,322.18,grape
104.23,43.28,48.79,27.05,76.41,5.88,1600.36,106.98,0.0,rice
94.49,48.36,83.07,15.87,43.24,7.16,563.28,146.57,404.51,wheat
84.39,39.4,72.08,25.36,42.99,6.47,1104.15,175.54,105.43,mango
105.06,34.39,60.03,23.87,83.09,5.13,1594.24,120.65,0.0,rice
62.26,30.64,96.89,33.6,50.31,4.92,1003.83,168.18,144.03,mango
52.19,47.74,43.51,15.63,68.52,7.02,391.88,75.42,542.55,wheat
12.82,63.29,48.08,14.38,50.42,6.76,444.43,149.39,634.88,lentil
178.97,50.71,93.25,33.39,82.6,6.5,1593.74,276.29,10.06,sugarcane
60.82,24.18,35.58,17.87,48.06,8.43,456.62,214.18,396.32,fig
132.81,57.95,97.45,26.2,59.78,6.42,786.41,93.96,105.35,cotton
132.57,45.68,104.23,30.57,56.57,6.65,546.7,207.44,81.97,cotton
67.22,43.01,53.27,22.83,39.28,7.32,547.49,129.57,458.98,wheat
101.12,45.21,103.16,31.21,60.77,5.07,1036.04,129.31,476.34,mango
91.51,19.2,97.43,16.84,66.98,6.67,1021.89,274.91,161.4,citrus
131.41,60.79,42.85,28.34,72.95,5.99,594.98,130.62,418.46,maize
37.3,4.52,55.4,16.31,41.03,7.74,358.35,242.88,459.63,almond
27.88,18.34,35.23,20.32,53.31,7.3,544.49,226.47,382.0,olive
98.72,41.32,53.56,18.0,54.66,6.16,527.5,127.01,466.16,wheat
115.22,68.42,192.48,24.38,68.15,5.88,926.36,131.46,63.55,tomato
83.27,56.74,22.24,22.04,45.43,6.13,540.63,78.57,546.76,wheat
95.65,60.78,80.49,27.45,58.05,6.42,732.13,113.11,157.74,maize
70.36,19.01,77.48,15.33,32.4,7.63,456.68,269.33,432.9,almond
26.48,13.16,31.93,14.95,56.22,7.34,207.2,191.04,575.83,almond
38.51,21.62,48.4,17.81,52.74,7.39,338.8,205.26,378.09,olive
21.19,63.13,37.34,18.0,60.25,7.78,519.62,127.66,572.4,chickpea
87.83,47.69,15.63,25.7,85.62,6.6,1718.99,189.81,0.0,rice
30.96,26.6,54.48,20.57,53.81,7.65,302.21,243.84,316.32,olive
76.88,65.1,174.2,27.01,73.66,5.51,1724.49,310.05,85.19,banana
12.73,18.56,42.86,19.37,52.07,8.25,429.65,186.62,310.4,fig
149.49,65.1,118.73,24.57,74.99,6.56,1534.32,337.73,39.94,sugarcane
113.16,57.6,79.05,26.53,96.04,6.13,1549.63,109.94,149.88,rice
138.58,35.63,108.25,32.58,72.74,5.42,1699.24,314.42,66.69,sugarcane
4.59,46.04,52.91,13.97,57.34,7.1,309.49,108.7,526.5,lentil
130.77,69.44,129.08,29.37,87.85,6.24,1856.48,290.31,33.98,sugarcane
18.87,55.32,74.88,17.24,55.36,7.39,591.33,152.64,588.67,chickpea
74.55,41.07,52.71,16.62,48.03,7.13,644.34,126.93,332.55,wheat
127.81,65.31,86.32,27.26,53.95,6.05,524.79,154.02,0.0,cotton
103.22,44.13,90.84,20.71,65.61,6.18,739.83,110.43,174.44,maize
16.09,21.31,52.19,20.81,60.6,7.12,411.64,240.09,339.07,olive
92.63,71.63,166.99,28.83,84.62,5.27,1593.64,300.47,0.0,banana
79.97,48.41,125.75,25.23,55.16,6.37,756.2,133.95,264.2,mango
107.28,63.63,207.85,26.52,81.55,6.26,1389.69,253.15,57.85,banana
64.54,14.53,100.8,14.39,48.28,5.71,510.54,203.98,432.15,grape
102.1,57.89,208.66,30.76,91.81,5.63,1508.44,328.12,0.0,banana
108.47,56.97,132.4,28.76,72.41,5.32,1550.21,328.54,0.0,sugarcane
67.18,31.31,153.81,25.05,76.14,6.1,943.29,119.23,199.08,mango
62.23,38.66,55.32,10.52,63.51,6.81,430.65,127.06,277.63,wheat
15.31,26.71,87.87,12.76,30.19,7.48,512.61,188.48,399.82,almond
57.95,43.66,91.03,27.01,50.8,5.04,869.18,178.63,450.04,mango
149.76,52.27,88.46,37.64,72.44,6.75,1455.09,338.51,32.82,sugarcane
45.76,12.17,51.16,18.71,47.51,7.43,319.26,202.27,454.1,olive
16.33,19.44,107.66,13.82,61.62,6.57,670.64,200.4,397.45,grape
96.78,71.38,179.22,24.27,81.55,5.55,1566.03,228.73,0.0,banana
98.42,77.46,196.23,28.1,82.79,5.83,1565.49,282.81,0.0,banana
140.78,51.59,183.41,24.59,60.68,6.06,734.06,183.75,0.0,tomato
88.93,35.26,73.19,24.29,70.47,6.75,1105.59,314.83,0.0,citrus
56.67,43.04,103.75,28.46,44.59,6.21,849.8,168.73,206.4,mango
66.12,23.99,115.08,27.85,49.75,5.73,923.27,126.45,358.01,mango
100.67,31.2,71.73,16.41,67.75,7.03,728.18,265.79,52.99,citrus
86.73,54.05,86.56,23.88,74.8,6.88,986.88,266.67,128.48,citrus
131.59,49.95,175.99,26.54,57.6,6.19,683.02,137.08,109.98,tomato
33.66,64.02,70.42,20.89,41.97,7.05,642.27,107.57,615.31,chickpea
28.07,47.67,34.43,14.26,46.41,6.83,350.42,90.9,534.2,lentil
131.01,50.1,123.53,27.86,59.1,5.75,619.7,180.4,0.0,cotton
11.71,45.7,76.3,15.86,45.32,6.65,443.13,132.6,625.54,lentil
21.38,33.96,61.17,22.52,51.91,6.66,601.91,161.12,431.7,fig
102.42,70.17,70.24,21.3,68.77,6.67,795.11,104.14,215.35,maize
133.04,39.31,115.58,27.42,67.52,6.06,1545.2,365.0,13.77,sugarcane
32.02,35.76,56.28,13.36,62.22,6.59,500.92,144.78,492.42,lentil
31.19,9.17,59.4,16.68,50.72,7.91,472.44,231.5,224.99,fig
59.71,35.05,51.47,15.25,38.55,6.81,366.83,150.72,490.08,wheat
92.7,32.02,140.62,15.75,61.48,6.09,810.15,185.5,317.67,grape
13.01,49.28,35.68,17.18,47.77,7.24,378.05,132.88,366.88,lentil
105.84,73.42,210.23,30.67,81.89,5.44,1477.54,260.14,16.08,banana
0.0,42.4,42.98,15.0,43.45,7.52,489.59,115.52,418.88,lentil
168.38,58.3,84.21,34.65,69.48,5.63,1526.32,315.22,3.45,sugarcane
108.31,50.47,40.44,17.44,66.32,6.43,571.26,107.86,527.61,wheat
79.6,41.09,96.95,30.52,48.48,5.3,803.92,195.37,366.05,mango
81.67,26.46,100.43,20.08,66.13,5.92,703.21,248.84,199.78,citrus
115.09,66.78,173.45,21.92,57.5,5.89,725.32,93.83,0.0,tomato
160.08,53.09,125.17,29.27,81.67,5.67,1376.24,365.0,196.49,sugarcane
47.22,24.44,48.54,11.93,52.51,8.16,388.69,171.63,407.78,almond
116.47,53.29,95.9,29.58,45.87,6.18,672.9,253.94,168.25,cotton
0.0,50.83,54.46,17.0,47.74,6.46,388.72,117.25,527.73,lentil
58.22,42.96,69.63,13.71,58.72,6.76,678.05,159.96,241.48,wheat
108.41,55.07,142.23,23.02,76.45,6.38,932.39,134.54,95.75,tomato
64.81,27.0,128.13,26.3,48.81,6.05,984.42,108.35,216.77,mango
53.7,15.96,29.74,21.35,36.6,7.08,239.34,221.69,457.32,almond
108.34,67.58,70.16,26.11,77.66,6.47,1633.18,148.76,0.0,rice
100.18,50.43,111.08,20.56,74.16,6.55,780.04,277.21,153.09,citrus
81.14,40.52,36.98,29.74,97.01,7.34,1342.11,129.45,0.0,rice
8.83,59.38,60.77,12.95,41.23,7.58,424.71,166.49,612.48,chickpea
51.3,43.83,65.06,14.43,55.2,6.44,810.82,168.43,450.68,wheat
102.64,31.31,72.52,22.61,71.89,6.31,664.66,271.21,20.46,citrus
61.95,33.66,89.32,13.72,43.24,6.44,528.81,168.78,253.0,grape
86.2,46.92,66.61,13.89,61.18,5.53,434.74,186.53,169.83,wheat
7.05,19.3,13.45,22.34,46.69,7.58,283.13,227.74,447.39,fig
97.79,69.57,205.21,26.61,79.46,5.91,1672.87,260.78,124.26,banana
85.11,48.25,65.24,16.2,53.6,7.4,682.68,168.44,288.56,wheat
12.03,52.09,33.47,14.37,47.66,7.54,251.34,107.18,459.61,lentil
0.0,11.98,108.39,23.13,54.96,7.42,489.89,261.75,386.08,olive
13.19,14.99,80.04,25.44,53.98,7.99,465.16,212.36,286.52,fig
75.63,29.73,93.92,11.47,66.15,5.8,600.59,116.06,382.71,grape
141.59,71.45,91.74,31.53,85.93,6.03,1528.87,363.88,0.0,sugarcane
96.05,47.36,82.6,27.91,84.37,6.35,875.71,283.81,122.87,citrus
116.98,70.43,210.83,28.06,81.87,5.57,1655.89,301.16,48.31,banana
40.63,25.32,96.89,15.92,46.91,7.69,218.13,200.04,549.45,almond
79.64,43.72,67.37,30.21,45.68,4.57,695.78,143.86,195.19,mango
141.27,62.92,141.64,31.57,80.76,6.64,1512.42,310.67,0.0,sugarcane
86.6,40.74,92.39,20.7,63.33,7.33,938.35,302.78,74.8,citrus
103.19,22.95,78.13,22.25,54.92,5.22,813.31,320.02,51.96,citrus
110.5,45.63,23.31,24.52,92.89,5.54,1441.59,162.59,0.0,rice
71.39,30.6,114.8,22.59,63.93,6.42,837.76,323.91,123.67,citrus
129.47,88.03,195.1,28.72,71.81,6.57,1776.95,259.61,17.16,banana
38.36,15.91,40.31,19.73,55.46,7.79,391.98,239.81,257.56,olive
66.82,17.86,109.42,17.86,67.72,6.08,485.29,194.92,253.85,grape
21.74,17.8,64.37,21.14,60.78,8.11,308.3,243.5,444.37,olive
68.32,34.65,117.01,26.5,34.54,5.77,1079.54,157.45,9.54,mango
76.73,62.45,75.0,13.56,50.22,6.13,378.58,134.44,343.37,wheat
