Country/Region,Commodity,Season,Area Harvested,Closing Stocks,Crush,Domestic Supply,Domestic Utilization,Exports (ITY),Exports (NMY),Extraction Rate,Feed Use,Food Use,Imports (ITY),Imports (NMY),Industrial Use,Opening Stocks,Other Uses,Per Capita Food Use,Production,Production Paddy,Residual,Seeds,Stocks to Use Ratio,Supply,Total Supply,Total Utilization,Trade,Yield,Next_Year_Production
Republic of Korea,Soybean,2007/08,0.08,0.083,0.97,0.154,1.333,0.0,0.0,0.0,0.05,0.45,1.232,1.262,0.0,0.04,0.0,0.0,0.114,0.0,0.0,0.0,6.226557,0.0,1.416,1.416,0.0,1.425,0.132
Republic of Korea,Soybean,2008/09,0.08,0.073,0.71,0.215,1.342,0.0,0.0,0.0,0.05,0.35,1.167,1.2,0.0,0.083,0.0,0.0,0.132,0.0,0.0,0.0,5.439642,0.0,1.415,1.415,0.0,1.65,0.139
Republic of Korea,Soybean,2009/10,0.08,0.082,0.94,0.212,1.599,0.0,0.0,0.0,0.05,0.42,1.469,1.469,0.0,0.073,0.0,0.0,0.139,0.0,0.0,0.0,5.128205,0.0,1.681,1.681,0.0,1.738,0.105
Republic of Korea,Soybean,2010/11,0.08,0.054,0.89,0.187,1.608,0.0,0.0,0.0,0.05,0.38,1.475,1.475,0.0,0.082,0.0,0.0,0.105,0.0,0.0,0.0,3.358209,0.0,1.662,1.662,0.0,1.312,0.129
Republic of Korea,Soybean,2011/12,0.08,0.01,0.81,0.183,1.313,0.0,0.0,0.0,0.06,0.42,1.139,1.14,0.0,0.054,0.0,0.0,0.129,0.0,0.0,0.0,0.761615,0.0,1.323,1.323,0.0,1.612,0.123
Republic of Korea,Soybean,2012/13,0.08,0.059,0.7,0.133,1.363,0.0,0.0,0.0,0.05,0.43,1.289,1.289,0.0,0.01,0.0,0.0,0.123,0.0,0.0,0.0,4.328687,0.0,1.422,1.422,0.0,1.538,0.154
Republic of Korea,Soybean,2013/14,0.075,0.112,0.82,0.213,1.372,0.0,0.0,0.0,0.05,0.49,1.271,1.271,0.0,0.059,0.0,0.0,0.154,0.0,0.0,0.0,8.163265,0.0,1.484,1.484,0.0,2.053,0.139
Republic of Korea,Soybean,2014/15,0.075,0.03,0.83,0.251,1.447,0.0,0.0,0.0,0.05,0.55,1.226,1.226,0.0,0.112,0.0,0.0,0.139,0.0,0.0,0.0,2.073255,0.0,1.477,1.477,0.0,1.853,0.104
Republic of Korea,Soybean,2015/16,0.057,0.04,0.92,0.134,1.468,0.0,0.0,0.0,0.05,0.52,1.374,1.374,0.0,0.03,0.0,0.0,0.104,0.0,0.0,0.0,2.724796,0.0,1.508,1.508,0.0,1.825,0.075
Republic of Korea,Soybean,2016/17,0.049,0.01,0.84,0.115,1.405,0.0,0.0,0.0,0.05,0.42,1.267,1.3,0.0,0.04,0.0,0.0,0.075,0.0,0.0,0.0,0.711744,0.0,1.415,1.415,0.0,1.531,0.085
Republic of Korea,Soybean,2017/18,0.046,0.0,0.84,0.095,1.351,0.0,0.0,0.0,0.05,0.55,1.256,1.256,0.0,0.01,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,1.351,1.351,0.0,1.848,0.089
Republic of Korea,Soybean,2018/19,0.051,0.03,0.96,0.089,1.432,0.0,0.0,0.0,0.05,0.49,1.373,1.373,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,2.094972,0.0,1.462,1.462,0.0,1.745,0.105
Republic of Korea,Soybean,2019/20,0.058,0.01,0.94,0.135,1.416,0.0,0.0,0.0,0.05,0.4,1.291,1.291,0.0,0.03,0.0,0.0,0.105,0.0,0.0,0.0,0.706215,0.0,1.426,1.426,0.0,1.81,0.081
Republic of Korea,Soybean,2020/21,0.055,0.03,0.91,0.091,1.397,0.0,0.0,0.0,0.05,0.5,1.336,1.336,0.0,0.01,0.0,0.0,0.081,0.0,0.0,0.0,2.147459,0.0,1.427,1.427,0.0,1.473,0.111
Republic of Korea,Soybean,2021/22,0.054,0.0,0.94,0.141,1.408,0.0,0.0,0.0,0.05,0.4,1.268,1.267,0.0,0.03,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,1.408,1.408,0.0,2.056,0.13
Republic of Korea,Soybean,2022/23,0.064,0.015,1.02,0.13,1.452,0.0,0.0,0.0,0.05,0.37,1.337,1.337,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,1.033058,0.0,1.467,1.467,0.0,2.031,0.141
Republic of Korea,Soybean,2023/24,0.068,0.0,1.03,0.156,1.274,0.0,0.0,0.0,0.05,0.37,1.118,1.118,0.0,0.015,0.0,0.0,0.141,0.0,0.0,0.0,0.0,0.0,1.274,1.274,0.0,2.074,0.15
Republic of Korea,Soybean,2024/25,0.07,0.002,0.96,0.15,1.276,0.0,0.0,0.0,0.05,0.33,1.128,1.128,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15674,0.0,1.278,1.278,0.0,2.143,0.15
Republic of Korea,Soybean,2025/26,0.07,0.028,1.1,0.152,1.524,0.0,0.0,0.0,0.05,0.28,1.4,1.4,0.0,0.002,0.0,0.0,0.15,0.0,0.0,0.0,1.83727,0.0,1.552,1.552,0.0,2.143,0.16
Republic of Korea,TOTAL CEREALS,2000/01,0.0,3.054,0.0,8.90123,18.10009,0.04508,0.04502,0.0,8.225,7.06645,12.10108,12.29788,0.0,3.306,2.80865,151.1,5.59523,0.0,0.0,0.0,16.626832680927052,0.0,21.19911,21.19911,0.0,0.0,5.96925
Republic of Korea,TOTAL CEREALS,2001/02,0.0,3.177,0.0,9.02325,18.3679,0.40788,0.32013,0.0,8.224,7.04794,12.65122,12.84178,0.0,3.054,3.09596,149.8,5.96925,0.0,0.0,0.0,17.502136120012757,0.0,21.86503,21.86503,0.0,0.0,5.32298
Republic of Korea,TOTAL CEREALS,2002/03,0.0,3.215,0.0,8.49998,18.15207,0.49227,0.30006,0.0,8.291,6.92341,13.08403,13.16715,0.0,3.177,2.93766,146.4,5.32298,0.0,0.0,0.0,18.440141808418684,0.0,21.66713,21.66713,0.0,0.0,4.79114
Republic of Korea,TOTAL CEREALS,2003/04,0.0,2.681,0.0,8.00614,17.43479,0.20627,0.45628,0.0,7.858,6.99814,13.08243,12.56593,0.0,3.215,2.57865,147.3,4.79114,0.0,0.0,0.0,15.151309647332216,0.0,20.57207,20.57207,0.0,0.0,5.3812
Republic of Korea,TOTAL CEREALS,2004/05,0.0,2.745,0.0,8.0622,17.69484,0.40202,0.15202,0.0,7.942,6.97349,12.06118,12.52966,0.0,2.681,2.77935,146.2,5.3812,0.0,0.28,0.0,15.701245060113749,0.0,20.59186,20.59186,0.0,0.0,5.14869
Republic of Korea,TOTAL CEREALS,2005/06,0.0,2.595,0.0,7.89369,17.48269,0.17266,0.39301,0.0,7.804,6.79847,13.27671,12.57701,0.0,2.745,2.88022,142.1,5.14869,0.0,0.14,0.0,15.065137124677795,0.0,20.4707,20.4707,0.0,0.0,4.9174
Republic of Korea,TOTAL CEREALS,2006/07,0.0,2.563,0.0,7.5124,17.2252,0.24401,0.17346,0.0,7.918,6.73308,12.67574,12.44926,0.0,2.595,2.57412,140.3,4.9174,0.0,0.19,0.0,15.412110082033555,0.0,19.96166,19.96166,0.0,0.0,4.68057
Republic of Korea,TOTAL CEREALS,2007/08,0.0,3.21351,0.0,7.24357,16.62978,0.07336,0.22334,0.0,7.87135,6.90543,12.54355,12.82306,0.0,2.563,1.85299,143.3,4.68057,0.0,0.27,0.0,19.60786826189465,0.0,20.06663,20.06663,0.0,0.0,5.12904
Republic of Korea,TOTAL CEREALS,2008/09,0.0,3.28031,0.0,8.34255,16.38888,0.05417,0.05232,0.0,7.565,6.74466,11.12852,11.37896,0.0,3.21351,2.07922,139.5,5.12904,0.0,0.12,0.0,18.765646095055036,0.0,19.72151,19.72151,0.0,0.0,5.19248
Republic of Korea,TOTAL CEREALS,2009/10,0.0,4.13579,0.0,8.47279,17.4804,0.06468,0.05456,0.0,8.02278,6.74077,12.77956,13.19796,0.0,3.28031,2.71685,138.9,5.19248,0.0,0.13,0.0,23.49970140908773,0.0,21.67075,21.67075,0.0,0.0,4.54143
Republic of Korea,TOTAL CEREALS,2010/11,0.0,4.27262,0.0,8.67722,17.59933,0.05373,0.06483,0.0,8.145,6.66305,13.78053,13.25956,0.0,4.13579,2.79128,136.6,4.54143,0.0,0.15,0.0,23.88816237120463,0.0,21.93678,21.93678,0.0,0.0,4.42949
Republic of Korea,TOTAL CEREALS,2011/12,0.0,4.38122,0.0,8.70211,17.88593,0.05221,0.05262,0.0,8.65567,6.55671,12.99196,13.61766,0.0,4.27262,2.67354,133.5,4.42949,0.0,0.15,0.0,24.338488545208097,0.0,22.31977,22.31977,0.0,0.0,4.19659
Republic of Korea,TOTAL CEREALS,2012/13,0.0,4.10842,0.0,8.57781,18.0012,0.05151,0.05176,0.0,9.037,6.59062,14.29804,13.58357,0.0,4.38122,2.37358,132.9,4.19659,0.0,0.19,0.0,21.969302802617865,0.0,22.16138,22.16138,0.0,0.0,4.40322
Republic of Korea,TOTAL CEREALS,2013/14,0.0,4.59588,0.0,8.51164,18.70073,0.05165,0.0516,0.0,9.58736,6.488,14.45973,14.83657,0.0,4.10842,2.62537,129.6,4.40322,0.0,0.14,0.0,24.418452671276327,0.0,23.34821,23.34821,0.0,0.0,4.44771
Republic of Korea,TOTAL CEREALS,2014/15,0.0,4.85688,0.0,9.0436,18.82134,0.05197,0.05176,0.0,9.62931,6.42158,14.28058,14.68639,0.0,4.59588,2.77046,127.1,4.44771,0.0,0.15,0.0,25.586186805377395,0.0,23.72999,23.72999,0.0,0.0,4.52057
Republic of Korea,TOTAL CEREALS,2015/16,0.0,5.19208,0.0,9.37746,18.98243,0.05228,0.05211,0.0,9.6694,6.40043,14.86973,14.84917,0.0,4.85688,2.9126,125.5,4.52057,0.0,0.16,0.0,27.14367418891748,0.0,24.22662,24.22662,0.0,0.0,4.39589
Republic of Korea,TOTAL CEREALS,2016/17,0.0,4.77568,0.0,9.58797,19.12814,0.05274,0.05289,0.0,9.79274,6.47433,14.55779,14.36874,0.0,5.19208,2.86107,126.2,4.39589,0.0,0.15,0.0,25.372645859986317,0.0,23.95671,23.95671,0.0,0.0,4.17035
Republic of Korea,TOTAL CEREALS,2017/18,0.0,4.38627,0.0,8.94603,18.82216,0.11412,0.11196,0.0,9.63798,6.52199,14.47549,14.37436,0.0,4.77568,2.66219,126.7,4.17035,0.0,0.16,0.0,22.64644548588505,0.0,23.3204,23.3204,0.0,0.0,4.08752
Republic of Korea,TOTAL CEREALS,2018/19,0.0,4.05527,0.0,8.4738,19.36847,0.111,0.1149,0.0,10.27804,6.43526,14.6412,15.06485,0.0,4.38627,2.65517,124.6,4.08752,0.0,0.15,0.0,20.94642617328333,0.0,23.53864,23.53864,0.0,0.0,3.98567
Republic of Korea,TOTAL CEREALS,2019/20,0.0,4.85357,0.0,8.04095,19.3602,0.11816,0.11601,0.0,10.4179,6.30588,16.07351,16.28884,0.0,4.05527,2.63642,121.8,3.98567,0.0,0.15,0.0,24.397976608240047,0.0,24.32979,24.32978,0.0,0.0,3.78975
Republic of Korea,TOTAL CEREALS,2020/21,0.0,4.80934,0.0,8.64332,19.89333,0.1104,0.11046,0.0,11.032,6.20485,16.26745,16.1698,0.0,4.85357,2.65648,119.6,3.78975,0.0,0.16,0.0,23.578767568224794,0.0,24.81312,24.81312,0.0,0.0,4.17147
Republic of Korea,TOTAL CEREALS,2021/22,0.0,5.37448,0.0,8.9808,20.39691,0.11847,0.11492,0.0,11.43301,6.2325,16.65519,16.90551,0.0,4.80934,2.7314,120.2,4.17147,0.0,0.17,0.0,26.056669892350087,0.0,25.88632,25.88631,0.0,0.0,3.9937
Republic of Korea,TOTAL CEREALS,2022/23,0.0,5.09548,0.0,9.36818,20.62612,0.09676,0.09063,0.0,11.54266,6.28612,16.45508,16.44405,0.0,5.37448,2.79735,121.4,3.9937,0.0,0.15,0.0,24.276409602357,0.0,25.81223,25.81223,0.0,0.0,3.96424
Republic of Korea,TOTAL CEREALS,2023/24,0.0,4.66328,0.0,9.05972,20.98943,0.17014,0.13967,0.0,11.9074,6.28621,16.51098,16.73265,0.0,5.09548,2.79581,121.5,3.96424,0.0,0.15,0.0,22.36495028497653,0.0,25.79237,25.79237,0.0,0.0,3.79487
Republic of Korea,TOTAL CEREALS,2024/25,0.0,3.97228,0.0,8.45815,20.85084,0.21977,0.16904,0.0,11.96238,6.21163,16.38699,16.53401,0.0,4.66328,2.67684,120.1,3.79487,0.0,0.13,0.0,19.33412929298632,0.0,24.99216,24.99216,0.0,0.0,3.78243
Republic of Korea,TOTAL CEREALS,2025/26,0.0,3.95228,0.0,7.75471,20.54543,0.205,0.22,0.0,11.695,6.17093,17.023,16.963,0.0,3.97228,2.6795,119.4,3.78243,0.0,0.13,0.0,18.54643538238989,0.0,24.71771,24.71771,0.0,0.0,3.77
Republic of Korea,Wheat,2000/01,0.001,0.3,0.0,0.723,3.528,0.045,0.045,0.0,1.128,2.2,3.134,3.15,0.0,0.721,0.2,47.0,0.002,0.0,0.0,0.0,7.93860809738026,0.0,3.873,3.873,0.0,2.0,0.003
Republic of Korea,Wheat,2001/02,0.001,0.35,0.0,0.303,3.779,0.05,0.05,0.0,1.409,2.22,3.867,3.876,0.0,0.3,0.15,47.2,0.003,0.0,0.0,0.0,8.960573476702509,0.0,4.179,4.179,0.0,3.0,0.006
Republic of Korea,Wheat,2002/03,0.002,0.5,0.0,0.356,3.906,0.05,0.05,0.0,1.526,2.23,3.935,4.1,0.0,0.35,0.15,47.1,0.006,0.0,0.0,0.0,14.475969889982627,0.0,4.456,4.456,0.0,3.0,0.01
Republic of Korea,Wheat,2003/04,0.003,0.35,0.0,0.51,3.454,0.106,0.106,0.0,1.054,2.25,3.326,3.4,0.0,0.5,0.15,47.4,0.01,0.0,0.0,0.0,9.96299459151722,0.0,3.91,3.91,0.0,3.333,0.013
Republic of Korea,Wheat,2004/05,0.004,0.3,0.0,0.363,3.513,0.102,0.102,0.0,1.093,2.27,3.503,3.552,0.05,0.35,0.15,47.6,0.013,0.0,0.0,0.0,8.167710318540703,0.0,3.915,3.915,0.0,3.25,0.008
Republic of Korea,Wheat,2005/06,0.002,0.3,0.0,0.308,3.673,0.093,0.093,0.0,1.223,2.3,3.797,3.758,0.1,0.3,0.15,48.1,0.008,0.0,0.0,0.0,8.936550491510276,0.0,4.066,4.066,0.0,4.0,0.006
Republic of Korea,Wheat,2006/07,0.002,0.2,0.0,0.306,3.357,0.083,0.083,0.0,0.907,2.3,3.343,3.334,0.1,0.3,0.15,47.9,0.006,0.0,0.0,0.0,6.380906286500778,0.0,3.64,3.64,0.0,3.0,0.007351
Republic of Korea,Wheat,2007/08,0.002,0.2,0.0,0.207351,3.134351,0.073,0.073,0.0,0.734351,2.3,2.987,3.2,0.1,0.2,0.1,47.7,0.007351,0.0,0.05,0.0,5.633802816901408,0.0,3.407351,3.407351,0.0,3.676,0.01
Republic of Korea,Wheat,2008/09,0.002549,0.4,0.0,0.21,3.55,0.05,0.05,0.0,1.1,2.35,3.28,3.79,0.09,0.2,0.1,48.6,0.01,0.0,0.0,0.0,9.935957784102566,0.0,4.0,4.0,0.0,3.923,0.018782
Republic of Korea,Wheat,2009/10,0.005067,0.7,0.0,0.418782,4.025782,0.05,0.05,0.0,1.575782,2.35,4.368,4.357,0.1,0.4,0.1,48.4,0.018782,0.0,0.05,0.0,15.762215717180815,0.0,4.775782,4.775782,0.0,3.707,0.039
Republic of Korea,Wheat,2010/11,0.012548,1.0,0.0,0.739,4.441,0.05,0.05,0.0,1.991,2.35,4.657,4.752,0.1,0.7,0.1,48.2,0.039,0.0,0.07,0.0,18.9047817187736,0.0,5.491,5.491,0.0,3.108,0.043667
Republic of Korea,Wheat,2011/12,0.013044,1.1,0.0,1.043667,5.289667,0.05,0.05,0.0,2.889667,2.3,5.078,5.396,0.1,1.0,0.1,46.8,0.043667,0.0,0.07,0.0,22.33049127080796,0.0,6.439667,6.439667,0.0,3.348,0.037
Republic of Korea,Wheat,2012/13,0.009467,1.0,0.0,1.137,4.926,0.05,0.05,0.0,2.476,2.35,5.191,4.839,0.1,1.1,0.1,47.4,0.037,0.0,0.07,0.0,23.74135221245661,0.0,5.976,5.976,0.0,3.908,0.01906
Republic of Korea,Wheat,2013/14,0.007373,0.7,0.0,1.01906,4.21206,0.05,0.05,0.0,1.74206,2.37,4.158,3.943,0.1,1.0,0.1,47.3,0.01906,0.0,0.06,0.0,17.48946696851821,0.0,4.96206,4.96206,0.0,2.585,0.023409
Republic of Korea,Wheat,2014/15,0.00718,0.6,0.0,0.723409,4.002409,0.05,0.05,0.0,1.502409,2.4,3.706,3.929,0.1,0.7,0.1,47.5,0.023409,0.0,0.07,0.0,14.325176736867991,0.0,4.652409,4.652409,0.0,3.26,0.02643
Republic of Korea,Wheat,2015/16,0.010076,0.7,0.0,0.62643,4.18843,0.05,0.05,0.0,1.66843,2.42,4.278,4.312,0.1,0.6,0.1,47.5,0.02643,0.0,0.06,0.0,16.045109679785455,0.0,4.93843,4.93843,0.0,2.623,0.0387
Republic of Korea,Wheat,2016/17,0.01044,0.9,0.0,0.7387,4.3627,0.05,0.05,0.0,1.8327,2.43,4.519,4.574,0.1,0.7,0.1,47.4,0.0387,0.0,0.07,0.0,24.28232246924239,0.0,5.3127,5.3127,0.0,3.707,0.0374
Republic of Korea,Wheat,2017/18,0.00928,1.0,0.0,0.9374,3.7064,0.05,0.05,0.0,1.1664,2.44,4.113,3.819,0.1,0.9,0.1,47.4,0.0374,0.0,0.07,0.0,27.072538158742532,0.0,4.7564,4.7564,0.0,4.03,0.02578
Republic of Korea,Wheat,2018/19,0.0066,1.0,0.0,1.02578,3.69378,0.058,0.06,0.0,1.15378,2.44,3.732,3.728,0.1,1.0,0.1,47.2,0.02578,0.0,0.07,0.0,26.715652487066954,0.0,4.75378,4.75378,0.0,3.906,0.015024
Republic of Korea,Wheat,2019/20,0.003736,1.1,0.0,1.015024,3.743124,0.063,0.0619,0.0,1.198124,2.445,3.78,3.89,0.1,1.0,0.1,47.2,0.015024,0.0,0.07,0.0,27.55521375957074,0.0,4.905024,4.905024,0.0,4.021,0.016985
Republic of Korea,Wheat,2020/21,0.0052,0.95,0.0,1.116985,3.991985,0.058,0.058,0.0,1.446985,2.445,3.71215,3.883,0.07,1.1,0.1,47.1,0.016985,0.0,0.07,0.0,20.215673573475677,0.0,4.999985,4.999985,0.0,3.266,0.026324
Republic of Korea,Wheat,2021/22,0.006224,1.1,0.0,0.976324,4.699324,0.064,0.062,0.0,2.149324,2.45,4.9177,4.885,0.1,0.95,0.1,47.3,0.026324,0.0,0.07,0.0,22.16267402736083,0.0,5.861324,5.861324,0.0,4.229,0.032
Republic of Korea,Wheat,2022/23,0.008,1.0,0.0,1.132,4.9633,0.036,0.0327,0.0,2.4133,2.45,4.346,4.864,0.1,1.1,0.1,47.3,0.032,0.0,0.07,0.0,22.324418448899404,0.0,5.996,5.996,0.0,4.0,0.06
Republic of Korea,Wheat,2023/24,0.015,1.25,0.0,1.06,4.4794,0.0326,0.0306,0.0,1.9244,2.455,4.794,4.7,0.1,1.0,0.1,47.4,0.06,0.0,0.07,0.0,27.42806386833125,0.0,5.76,5.76,0.0,4.0,0.037376
Republic of Korea,Wheat,2024/25,0.0101,1.2,0.0,1.287376,4.557376,0.029,0.03,0.0,2.002376,2.455,4.396,4.5,0.1,1.25,0.1,47.5,0.037376,0.0,0.0,0.0,26.058631921824105,0.0,5.787376,5.787376,0.0,3.701,0.055
Republic of Korea,Wheat,2025/26,0.015,1.2,0.0,1.255,4.605,0.05,0.05,0.0,2.005,2.5,4.6,4.6,0.1,1.2,0.1,48.4,0.055,0.0,0.05,0.0,24.85489814027781,0.0,5.855,5.855,0.0,3.667,0.0
Russian Federation,COARSE GRAINS,2000/01,21.418,2.05,0.0,30.255,28.431,0.532,0.532,0.0,14.911,5.123,0.761,0.742,0.0,0.91,8.397,34.9,29.345,0.0,0.0,0.0,6.459744761304553,0.0,30.997,31.013,0.0,1.37,35.876
Russian Federation,COARSE GRAINS,2001/02,22.539,4.4,0.0,37.926,31.735,2.563,2.564,0.0,17.482,5.358,0.8,0.8,0.0,2.05,8.895,36.7,35.876,0.0,0.0,0.0,14.123840400603472,0.0,38.726,38.699,0.0,1.592,33.722
Russian Federation,COARSE GRAINS,2002/03,20.394,3.42,0.0,38.122,31.153,3.842,3.842,0.0,18.075,4.518,0.291,0.291,0.0,4.4,8.56,31.0,33.722,0.0,0.0,0.0,11.515151515151516,0.0,38.413,38.415,0.0,1.654,30.985
Russian Federation,COARSE GRAINS,2003/04,18.636,2.38,0.0,34.405,29.7,3.259,3.259,0.0,17.19,4.235,0.94,0.956,0.0,3.42,8.275,29.0,30.985,0.0,0.0,0.0,8.487269096355467,0.0,35.361,35.339,0.0,1.663,30.127
Russian Federation,COARSE GRAINS,2004/05,18.277,4.119,0.0,32.507,28.042,1.146,1.149,0.0,18.153,2.714,0.742,0.746,3.05,2.38,7.175,18.7,30.127,0.0,10.02,0.0,15.533431383640684,0.0,33.253,33.31,0.0,1.648,28.09
Russian Federation,COARSE GRAINS,2005/06,16.714,4.513,0.0,32.209,26.517,1.777,1.777,0.0,16.179,2.663,0.601,0.612,3.08,4.119,7.675,18.4,28.09,0.0,9.99,0.0,15.4645728327239,0.0,32.821,32.807,0.0,1.681,30.865816
Russian Federation,COARSE GRAINS,2006/07,18.208,5.031186,0.0,35.378816,29.18283,1.5908,1.5918,0.0,18.55983,2.948,0.469,0.427,3.14,4.513,7.675,20.5,30.865816,0.0,9.36,0.0,17.43636602829723,0.0,35.805816,35.805816,0.0,1.695,30.111563
Russian Federation,COARSE GRAINS,2007/08,18.261,5.596003,0.0,35.142749,28.854556,1.20169,1.20019,0.0,18.049666,3.22989,0.389,0.508,3.1,5.031186,7.575,22.5,30.111563,0.0,9.01,0.0,16.67484516329927,0.0,35.650749,35.650749,0.0,1.649,41.88134
Russian Federation,COARSE GRAINS,2008/09,18.679,9.227193,0.0,47.477343,33.55955,4.8026,4.8306,0.0,22.85789,3.12666,0.253,0.14,3.4,5.596003,7.575,21.7,41.88134,0.0,9.2,0.0,30.58510059112169,0.0,47.617343,47.617343,0.0,2.242,32.929718
Russian Federation,COARSE GRAINS,2009/10,18.156,8.855366,0.0,42.156911,30.168915,3.22163,3.24563,0.0,20.600915,3.208,0.123,0.113,3.38,9.227193,6.36,22.3,32.929718,0.0,8.82,0.0,39.59560407248661,0.0,42.269911,42.269911,0.0,1.814,17.020361
Russian Federation,COARSE GRAINS,2010/11,14.882,3.665979,0.0,25.875727,22.364518,0.43523,0.40923,0.0,15.100518,2.854,0.562,0.564,2.84,8.855366,4.41,19.8,17.020361,0.0,7.7,0.0,14.942902378266618,0.0,26.439727,26.439727,0.0,1.144,31.43464
Russian Federation,COARSE GRAINS,2011/12,16.012,5.311473,0.0,35.100619,24.533246,5.7409,5.7229,0.0,14.901246,3.122,0.465,0.467,3.09,3.665979,6.51,21.7,31.43464,0.0,11.05,0.0,18.781975534403227,0.0,35.567619,35.567619,0.0,1.963,29.963202
Russian Federation,COARSE GRAINS,2012/13,17.236,3.423996,0.0,35.274675,28.279629,4.07405,4.12805,0.0,19.494629,3.125,0.559,0.557,2.63,5.311473,5.66,21.7,29.963202,0.0,11.0,0.0,11.51447582153981,0.0,35.831675,35.831675,0.0,1.738,37.32223
Russian Federation,COARSE GRAINS,2013/14,18.311,4.339399,0.0,40.746226,29.736447,6.95055,6.94755,0.0,20.518447,3.148,0.27817,0.27717,3.0,3.423996,6.07,21.8,37.32223,0.0,11.07,0.0,13.358527804562668,0.0,41.023396,41.023396,0.0,2.038,42.359589
Russian Federation,COARSE GRAINS,2014/15,18.55,5.669891,0.0,46.698988,32.484111,8.516386,8.640386,0.0,21.984111,3.16,0.0954,0.0954,3.09,4.339399,7.34,21.8,42.359589,0.0,11.07,0.0,17.88931381646347,0.0,46.794388,46.794388,0.0,2.284,39.533731
Russian Federation,COARSE GRAINS,2015/16,16.845,4.566192,0.0,45.203622,31.69429,9.2176,9.0756,0.0,21.68429,3.22,0.1245,0.13246,3.05,5.669891,6.79,21.9,39.533731,0.0,11.46,0.0,14.011003299381962,0.0,45.336082,45.336082,0.0,2.347,43.353001
Russian Federation,COARSE GRAINS,2016/17,17.124,6.885054,0.0,47.919193,32.590043,8.27592,8.75092,0.0,22.420043,3.13,0.301264,0.306824,3.4,4.566192,7.04,21.2,43.353001,0.0,12.05,0.0,21.71932692002549,0.0,48.226017,48.226017,0.0,2.532,44.277285
Russian Federation,COARSE GRAINS,2017/18,16.891,7.765026,0.0,51.162339,31.700126,11.981671,11.836671,0.0,21.400126,3.13,0.14216,0.139484,3.25,6.885054,7.17,21.1,44.277285,0.0,11.52,0.0,25.742154777229,0.0,51.301823,51.301823,0.0,2.621,36.6435
Russian Federation,COARSE GRAINS,2018/19,15.689,6.26981,0.0,44.408526,30.164631,8.032813,8.032813,0.0,21.034631,3.12,0.05788,0.058728,3.05,7.765026,6.01,21.0,36.6435,0.0,11.55,0.0,19.1048529259588,0.0,44.467254,44.467254,0.0,2.336,42.3042
Russian Federation,COARSE GRAINS,2019/20,15.95451,7.09575,0.0,48.57401,32.817892,8.839768,8.839768,0.0,23.187892,3.12,0.1794,0.1794,3.14,6.26981,6.51,21.0,42.3042,0.0,11.76,0.0,21.826329565134127,0.0,48.75341,48.75341,0.0,2.652,42.977273
Russian Federation,COARSE GRAINS,2020/21,16.29948,6.834976,0.0,50.073023,32.510047,10.829,10.829,0.0,22.680047,3.12,0.098,0.101,3.35,7.09575,6.71,21.0,42.977273,0.0,10.86,0.0,20.538220455358136,0.0,50.174023,50.174023,0.0,2.637,40.4245
Russian Federation,COARSE GRAINS,2021/22,15.92324,7.717176,0.0,47.259476,33.2793,6.364,6.364,0.0,23.8593,3.11,0.098,0.101,3.22,6.834976,6.31,21.1,40.4245,0.0,10.71,0.0,22.2422642379525,0.0,47.360476,47.360476,0.0,2.539,47.782
Russian Federation,COARSE GRAINS,2022/23,15.449,10.320176,0.0,55.499176,34.696,10.584,10.584,0.0,25.286,3.1,0.098,0.101,3.22,7.717176,6.31,21.0,47.782,0.0,11.37,0.0,35.00144480244192,0.0,55.600176,55.600176,0.0,3.093,43.24
Russian Federation,COARSE GRAINS,2023/24,15.891,11.402176,0.0,53.560176,29.485,12.774,12.774,0.0,20.075,3.1,0.098,0.101,3.33,10.320176,6.31,21.0,43.24,0.0,10.76,0.0,33.10255770068225,0.0,53.661176,53.661176,0.0,2.721,37.904
Russian Federation,COARSE GRAINS,2024/25,15.89,8.688176,0.0,49.306176,34.445,6.274,6.274,0.0,25.035,3.1,0.098,0.101,3.29,11.402176,6.31,21.1,37.904,0.0,9.82,0.0,25.56398517036427,0.0,49.407176,49.407176,0.0,2.385,39.708
Russian Federation,COARSE GRAINS,2025/26,15.754,7.237176,0.0,48.396176,33.986,7.275,7.274,0.0,24.576,3.1,0.098,0.101,3.23,8.688176,6.31,21.2,39.708,0.0,10.57,0.0,21.45820806013394,0.0,48.497176,48.497176,0.0,2.521,38.1
Russian Federation,Maize,2000/01,0.889,0.1,0.0,1.63,1.714,0.001,0.001,0.0,0.914,0.35,0.188,0.169,0.0,0.1,0.45,2.4,1.53,0.0,0.0,0.0,7.855459544383346,0.0,1.799,1.815,0.0,1.721,0.847
Russian Federation,Maize,2001/02,0.684,0.2,0.0,0.947,1.273,0.001,0.002,0.0,0.423,0.35,0.555,0.555,0.0,0.1,0.5,2.4,0.847,0.0,0.0,0.0,12.804097311139564,0.0,1.502,1.475,0.0,1.238,1.563
